source_file,fruit_label,ticks,mq2,mq3,mq4,mq5,mq6,mq7,mq8,mq9,mq135
AppleBanana.csv,Banana+Apple,1650984352728,81,295,91,101,135,63,267,95,1467
AppleBanana.csv,Banana+Apple,1650984369142,84,289,88,108,134,59,261,97,1448
AppleBanana.csv,Banana+Apple,1650984318881,80,309,90,117,136,63,279,88,1482
AppleBanana.csv,Banana+Apple,1650984260703,63,316,87,127,116,54,291,71,1371
AppleBanana.csv,Banana+Apple,1650984337720,84,309,86,112,132,62,290,95,1467
AppleBanana.csv,Banana+Apple,1650984385495,87,279,90,91,127,57,250,98,1412
AppleBanana.csv,Banana+Apple,1650984411794,86,278,91,97,132,55,244,95,1384
AppleBanana.csv,Banana+Apple,1650984286793,77,320,82,117,129,56,292,85,1450
AppleBanana.csv,Banana+Apple,1650984359354,88,295,88,108,135,66,271,100,1463
AppleBanana.csv,Banana+Apple,1650984255582,63,312,88,127,114,52,278,70,1339
AppleBanana.csv,Banana+Apple,1650984378876,82,284,91,87,133,58,237,91,1424
AppleBanana.csv,Banana+Apple,1650984357149,82,297,89,108,135,60,268,98,1460
AppleBanana.csv,Banana+Apple,1650984338249,78,312,88,113,131,63,289,97,1464
AppleBanana.csv,Banana+Apple,1650984398134,82,274,88,92,131,57,242,91,1400
AppleBanana.csv,Banana+Apple,1650984330375,78,305,86,112,126,60,279,91,1466
AppleBanana.csv,Banana+Apple,1650984380527,85,280,87,96,129,58,248,92,1421
AppleBanana.csv,Banana+Apple,1650984291833,73,321,89,117,128,62,294,90,1465
AppleBanana.csv,Banana+Apple,1650984326092,81,311,90,109,127,59,283,92,1470
AppleBanana.csv,Banana+Apple,1650984251818,60,298,87,124,106,48,268,68,1312
AppleBanana.csv,Banana+Apple,1650984290730,76,318,87,113,128,58,300,89,1459
AppleBanana.csv,Banana+Apple,1650984246149,60,277,89,93,94,46,228,69,1259
AppleBanana.csv,Banana+Apple,1650984349352,80,300,87,113,134,64,269,98,1467
AppleBanana.csv,Banana+Apple,1650984271288,67,326,86,123,125,56,307,76,1425
AppleBanana.csv,Banana+Apple,1650984325251,77,312,84,114,132,61,285,87,1469
AppleBanana.csv,Banana+Apple,1650984337919,84,313,89,113,127,63,289,93,1466
AppleBanana.csv,Banana+Apple,1650984276671,79,323,91,123,128,58,291,88,1443
AppleBanana.csv,Banana+Apple,1650984294846,74,318,87,118,131,61,283,86,1468
AppleBanana.csv,Banana+Apple,1650984345507,87,302,87,109,132,60,290,96,1465
AppleBanana.csv,Banana+Apple,1650984370297,82,283,89,99,130,55,257,97,1442
AppleBanana.csv,Banana+Apple,1650984380444,85,280,89,91,130,60,244,93,1419
AppleBanana.csv,Banana+Apple,1650984380838,84,280,90,90,131,56,247,94,1419
AppleBanana.csv,Banana+Apple,1650984341453,85,305,89,111,132,65,291,97,1464
AppleBanana.csv,Banana+Apple,1650984390028,86,281,87,93,130,56,235,97,1413
AppleBanana.csv,Banana+Apple,1650984349674,79,303,87,107,132,60,279,97,1458
AppleBanana.csv,Banana+Apple,1650984369817,84,291,90,108,130,63,265,99,1443
AppleBanana.csv,Banana+Apple,1650984265955,69,327,90,126,107,59,301,80,1405
AppleBanana.csv,Banana+Apple,1650984404218,89,278,88,95,134,56,247,94,1386
AppleBanana.csv,Banana+Apple,1650984279759,75,323,91,125,127,60,289,85,1443
AppleBanana.csv,Banana+Apple,1650984323979,82,310,91,118,130,59,285,91,1465
AppleBanana.csv,Banana+Apple,1650984267426,69,320,86,123,125,54,293,78,1414
AppleBanana.csv,Banana+Apple,1650984284106,75,325,87,122,131,60,307,89,1454
AppleBanana.csv,Banana+Apple,1650984249051,52,293,91,115,99,49,249,70,1282
AppleBanana.csv,Banana+Apple,1650984406117,88,280,91,100,133,57,249,93,1385
AppleBanana.csv,Banana+Apple,1650984393299,82,273,91,96,142,59,241,89,1399
AppleBanana.csv,Banana+Apple,1650984395304,84,278,89,100,133,56,239,96,1404
AppleBanana.csv,Banana+Apple,1650984312563,83,313,88,112,133,60,272,95,1474
AppleBanana.csv,Banana+Apple,1650984356418,86,294,90,106,132,61,267,94,1461
AppleBanana.csv,Banana+Apple,1650984347973,86,299,82,109,133,66,268,98,1466
AppleBanana.csv,Banana+Apple,1650984384563,82,279,92,96,131,58,253,94,1416
AppleBanana.csv,Banana+Apple,1650984310624,80,312,89,117,136,64,278,85,1474
AppleBanana.csv,Banana+Apple,1650984412140,86,278,90,102,132,56,245,94,1384
AppleBanana.csv,Banana+Apple,1650984275663,72,327,87,122,125,58,288,84,1438
AppleBanana.csv,Banana+Apple,1650984309334,80,310,89,115,130,58,283,92,1474
AppleBanana.csv,Banana+Apple,1650984306453,79,317,90,118,130,59,289,91,1469
AppleBanana.csv,Banana+Apple,1650984347109,79,301,90,108,133,62,278,97,1469
AppleBanana.csv,Banana+Apple,1650984395998,89,274,87,94,131,54,238,94,1396
AppleBanana.csv,Banana+Apple,1650984385186,83,279,86,91,129,56,250,91,1414
AppleBanana.csv,Banana+Apple,1650984297376,76,314,86,113,127,62,281,89,1476
AppleBanana.csv,Banana+Apple,1650984326050,83,315,90,115,132,64,285,88,1462
AppleBanana.csv,Banana+Apple,1650984387250,83,278,89,93,129,57,244,98,1411
AppleBanana.csv,Banana+Apple,1650984337605,79,311,90,114,135,59,291,90,1470
AppleBanana.csv,Banana+Apple,1650984412235,90,279,89,97,134,59,247,91,1385
AppleBanana.csv,Banana+Apple,1650984376678,83,281,90,97,131,61,244,92,1431
AppleBanana.csv,Banana+Apple,1650984411477,85,278,88,99,127,53,252,99,1383
AppleBanana.csv,Banana+Apple,1650984311150,81,311,86,116,129,60,282,91,1472
AppleBanana.csv,Banana+Apple,1650984245918,63,279,93,91,90,48,221,65,1253
AppleBanana.csv,Banana+Apple,1650984338977,84,308,89,120,133,66,287,94,1468
AppleBanana.csv,Banana+Apple,1650984292399,76,323,87,121,133,64,293,86,1463
AppleBanana.csv,Banana+Apple,1650984243465,58,269,87,95,83,45,226,63,1234
AppleBanana.csv,Banana+Apple,1650984338643,81,305,91,110,132,60,285,88,1473
AppleBanana.csv,Banana+Apple,1650984294485,80,321,90,122,134,63,285,91,1469
AppleBanana.csv,Banana+Apple,1650984371758,90,289,87,97,127,59,246,94,1440
AppleBanana.csv,Banana+Apple,1650984325098,66,299,77,100,116,48,268,77,1461
AppleBanana.csv,Banana+Apple,1650984293994,76,318,90,122,131,63,292,93,1467
AppleBanana.csv,Banana+Apple,1650984279654,79,322,89,125,129,60,295,87,1444
AppleBanana.csv,Banana+Apple,1650984299022,78,321,88,120,129,59,292,89,1480
AppleBanana.csv,Banana+Apple,1650984318406,81,313,87,118,132,62,284,89,1479
AppleBanana.csv,Banana+Apple,1650984318240,80,310,85,115,130,60,283,89,1480
AppleBanana.csv,Banana+Apple,1650984310394,84,314,88,116,133,62,280,90,1477
AppleBanana.csv,Banana+Apple,1650984366194,81,293,92,114,137,60,265,94,1451
AppleBanana.csv,Banana+Apple,1650984341480,83,304,88,109,131,60,292,92,1466
AppleBanana.csv,Banana+Apple,1650984311529,82,317,89,119,134,61,280,88,1474
AppleBanana.csv,Banana+Apple,1650984375220,86,282,90,98,135,62,249,99,1436
AppleBanana.csv,Banana+Apple,1650984339609,85,308,92,114,134,60,281,91,1464
AppleBanana.csv,Banana+Apple,1650984280641,77,323,87,127,128,60,291,85,1443
AppleBanana.csv,Banana+Apple,1650984319817,79,311,91,113,132,60,275,91,1471
AppleBanana.csv,Banana+Apple,1650984350045,81,298,89,108,128,60,280,96,1461
AppleBanana.csv,Banana+Apple,1650984312630,82,314,90,115,132,61,276,91,1474
AppleBanana.csv,Banana+Apple,1650984282204,74,324,85,126,126,57,302,82,1448
AppleBanana.csv,Banana+Apple,1650984333843,86,310,88,114,133,63,288,93,1462
AppleBanana.csv,Banana+Apple,1650984321021,83,308,86,111,131,59,272,87,1474
AppleBanana.csv,Banana+Apple,1650984363451,82,293,86,106,134,56,266,97,1455
AppleBanana.csv,Banana+Apple,1650984352611,92,301,90,113,136,63,267,97,1466
AppleBanana.csv,Banana+Apple,1650984348888,84,301,86,111,135,65,269,96,1467
AppleBanana.csv,Banana+Apple,1650984411686,87,277,89,99,130,59,250,96,1385
AppleBanana.csv,Banana+Apple,1650984282841,70,324,91,120,122,62,306,86,1446
AppleBanana.csv,Banana+Apple,1650984410817,81,273,91,95,132,58,245,92,1387
AppleBanana.csv,Banana+Apple,1650984375812,85,285,93,100,130,56,248,94,1431
AppleBanana.csv,Banana+Apple,1650984282142,77,322,90,123,128,59,301,88,1449
AppleBanana.csv,Banana+Apple,1650984398118,83,273,86,95,130,59,245,91,1399
AppleBanana.csv,Banana+Apple,1650984417604,85,275,90,92,129,57,242,95,1380
AppleBanana.csv,Banana+Apple,1650984335757,86,313,87,112,128,59,281,93,1468
AppleBanana.csv,Banana+Apple,1650984331377,90,297,103,106,130,62,277,91,1482
AppleBanana.csv,Banana+Apple,1650984285970,74,318,83,121,126,57,288,82,1445
AppleBanana.csv,Banana+Apple,1650984348246,84,299,87,109,133,61,272,96,1469
AppleBanana.csv,Banana+Apple,1650984290161,73,322,88,114,128,62,301,88,1461
AppleBanana.csv,Banana+Apple,1650984283329,71,306,90,125,129,55,310,88,1455
AppleBanana.csv,Banana+Apple,1650984407975,85,275,90,93,132,59,245,106,1384
AppleBanana.csv,Banana+Apple,1650984307285,79,319,92,118,134,62,284,91,1479
AppleBanana.csv,Banana+Apple,1650984275959,74,319,85,123,124,59,296,83,1438
AppleBanana.csv,Banana+Apple,1650984342529,81,300,89,109,132,65,281,95,1467
AppleBanana.csv,Banana+Apple,1650984259238,65,319,85,130,119,51,285,73,1365
AppleBanana.csv,Banana+Apple,1650984311028,81,314,95,117,131,63,282,87,1474
AppleBanana.csv,Banana+Apple,1650984385721,84,280,87,94,127,57,251,96,1414
AppleBanana.csv,Banana+Apple,1650984419155,84,276,91,93,130,58,239,95,1379
AppleBanana.csv,Banana+Apple,1650984402128,83,274,89,95,129,53,241,94,1394
AppleBanana.csv,Banana+Apple,1650984336082,79,309,87,116,132,64,279,91,1463
AppleBanana.csv,Banana+Apple,1650984255132,67,308,87,124,106,55,279,73,1333
AppleBanana.csv,Banana+Apple,1650984377246,83,282,81,96,133,58,243,95,1433
AppleBanana.csv,Banana+Apple,1650984384530,82,275,90,95,134,56,250,93,1414
AppleBanana.csv,Banana+Apple,1650984275640,71,329,88,122,123,55,291,84,1439
AppleBanana.csv,Banana+Apple,1650984254940,65,312,84,127,107,56,279,70,1335
AppleBanana.csv,Banana+Apple,1650984338081,81,308,88,112,132,59,291,96,1468
AppleBanana.csv,Banana+Apple,1650984259445,64,316,86,127,113,51,285,72,1360
AppleBanana.csv,Banana+Apple,1650984305518,76,317,92,119,133,63,298,91,1473
AppleBanana.csv,Banana+Apple,1650984408816,84,277,87,90,129,57,253,97,1388
AppleBanana.csv,Banana+Apple,1650984376114,86,283,88,99,130,59,246,91,1431
AppleBanana.csv,Banana+Apple,1650984385653,86,279,84,91,133,59,251,98,1411
AppleBanana.csv,Banana+Apple,1650984397466,91,276,90,95,130,55,245,90,1396
AppleBanana.csv,Banana+Apple,1650984246479,57,279,89,97,96,46,227,70,1261
AppleBanana.csv,Banana+Apple,1650984318431,83,312,92,114,133,60,277,87,1476
AppleBanana.csv,Banana+Apple,1650984261834,66,320,85,121,115,58,286,71,1384
AppleBanana.csv,Banana+Apple,1650984350655,88,304,89,109,135,64,282,95,1465
AppleBanana.csv,Banana+Apple,1650984319416,80,308,85,108,130,61,275,89,1480
AppleBanana.csv,Banana+Apple,1650984247685,56,284,88,109,94,48,239,70,1275
AppleBanana.csv,Banana+Apple,1650984409720,87,277,88,93,128,52,255,91,1386
AppleBanana.csv,Banana+Apple,1650984339566,82,304,91,109,133,61,285,88,1463
AppleBanana.csv,Banana+Apple,1650984275010,69,327,86,120,127,58,290,87,1438
AppleBanana.csv,Banana+Apple,1650984385330,72,281,87,94,128,57,245,91,1414
AppleBanana.csv,Banana+Apple,1650984421592,86,275,91,96,131,57,238,91,1372
AppleBanana.csv,Banana+Apple,1650984396780,88,277,92,95,134,56,245,93,1402
AppleBanana.csv,Banana+Apple,1650984372441,87,288,88,97,133,61,257,93,1438
AppleBanana.csv,Banana+Apple,1650984342282,87,307,90,110,136,62,281,95,1466
AppleBanana.csv,Banana+Apple,1650984259395,65,314,88,124,118,52,287,77,1366
AppleBanana.csv,Banana+Apple,1650984394404,86,278,88,98,133,57,246,95,1402
AppleBanana.csv,Banana+Apple,1650984330248,78,313,87,115,128,61,285,88,1467
AppleBanana.csv,Banana+Apple,1650984408401,86,274,87,94,131,58,238,90,1390
AppleBanana.csv,Banana+Apple,1650984407615,84,278,89,98,132,62,245,94,1389
AppleBanana.csv,Banana+Apple,1650984411036,84,278,90,98,131,58,248,91,1388
AppleBanana.csv,Banana+Apple,1650984388663,87,281,90,93,133,57,249,89,1410
AppleBanana.csv,Banana+Apple,1650984418060,83,278,85,96,130,57,239,92,1380
AppleBanana.csv,Banana+Apple,1650984243380,57,271,90,97,95,50,227,66,1220
AppleBanana.csv,Banana+Apple,1650984342248,85,310,93,113,130,62,280,94,1464
AppleBanana.csv,Banana+Apple,1650984360574,86,296,88,106,134,64,269,97,1461
AppleBanana.csv,Banana+Apple,1650984245133,58,277,91,100,96,48,227,65,1236
AppleBanana.csv,Banana+Apple,1650984272440,70,326,88,120,124,58,305,81,1431
AppleBanana.csv,Banana+Apple,1650984375529,89,284,93,97,128,59,249,92,1433
AppleBanana.csv,Banana+Apple,1650984315000,82,315,89,118,127,61,291,89,1478
AppleBanana.csv,Banana+Apple,1650984317203,84,310,90,116,131,63,286,92,1477
AppleBanana.csv,Banana+Apple,1650984350714,82,300,88,106,130,61,278,94,1465
AppleBanana.csv,Banana+Apple,1650984256730,64,313,86,123,112,50,285,75,1348
AppleBanana.csv,Banana+Apple,1650984339363,84,311,91,113,130,61,285,92,1465
AppleBanana.csv,Banana+Apple,1650984410038,85,278,88,93,129,59,249,93,1388
AppleBanana.csv,Banana+Apple,1650984292351,78,323,89,117,129,59,288,86,1459
AppleBanana.csv,Banana+Apple,1650984253060,63,305,86,122,102,54,274,72,1319
AppleBanana.csv,Banana+Apple,1650984292618,79,318,88,119,129,60,291,86,1456
AppleBanana.csv,Banana+Apple,1650984404799,81,275,86,94,131,61,248,92,1389
AppleBanana.csv,Banana+Apple,1650984308657,79,318,92,117,131,60,294,90,1478
AppleBanana.csv,Banana+Apple,1650984400861,83,275,90,89,130,58,253,90,1394
AppleBanana.csv,Banana+Apple,1650984390630,82,274,90,95,133,55,238,93,1404
AppleBanana.csv,Banana+Apple,1650984274470,69,324,87,124,121,54,289,79,1436
AppleBanana.csv,Banana+Apple,1650984272812,72,324,85,121,127,59,299,86,1437
AppleBanana.csv,Banana+Apple,1650984261917,66,318,86,121,116,53,286,76,1385
AppleBanana.csv,Banana+Apple,1650984329156,75,322,80,117,125,66,304,82,1481
AppleBanana.csv,Banana+Apple,1650984276619,75,328,89,122,127,57,290,84,1444
AppleBanana.csv,Banana+Apple,1650984402442,84,279,90,97,133,56,249,91,1392
AppleBanana.csv,Banana+Apple,1650984244816,56,277,88,98,90,46,229,65,1233
AppleBanana.csv,Banana+Apple,1650984295512,76,322,85,121,132,63,283,91,1469
AppleBanana.csv,Banana+Apple,1650984258624,66,311,89,127,112,53,283,73,1360
AppleBanana.csv,Banana+Apple,1650984334161,83,308,86,109,128,60,293,90,1464
AppleBanana.csv,Banana+Apple,1650984419016,84,273,86,91,131,56,237,93,1376
AppleBanana.csv,Banana+Apple,1650984340351,82,309,89,114,133,61,294,96,1468
AppleBanana.csv,Banana+Apple,1650984358988,83,294,88,105,132,61,262,95,1460
AppleBanana.csv,Banana+Apple,1650984302526,74,316,88,118,132,61,301,92,1469
AppleBanana.csv,Banana+Apple,1650984380823,83,275,92,91,128,56,242,94,1416
AppleBanana.csv,Banana+Apple,1650984292120,78,320,85,120,128,60,293,88,1462
AppleBanana.csv,Banana+Apple,1650984363104,83,297,89,107,132,58,261,95,1455
AppleBanana.csv,Banana+Apple,1650984380607,86,281,89,93,130,60,245,97,1423
AppleBanana.csv,Banana+Apple,1650984258559,63,316,87,132,114,55,284,74,1361
AppleBanana.csv,Banana+Apple,1650984419503,83,276,89,91,129,55,239,95,1380
AppleBanana.csv,Banana+Apple,1650984352526,82,297,92,110,133,62,265,94,1464
AppleBanana.csv,Banana+Apple,1650984383249,89,280,89,89,129,59,247,94,1416
AppleBanana.csv,Banana+Apple,1650984255155,63,310,88,126,108,50,279,69,1334
AppleBanana.csv,Banana+Apple,1650984286162,84,323,88,123,128,59,290,86,1456
AppleBanana.csv,Banana+Apple,1650984279678,74,320,84,122,128,61,289,85,1444
AppleBanana.csv,Banana+Apple,1650984288093,78,322,92,126,129,62,291,82,1457
AppleBanana.csv,Banana+Apple,1650984315244,81,312,86,112,130,60,288,83,1474
AppleBanana.csv,Banana+Apple,1650984311217,75,312,89,115,132,62,281,84,1478
AppleBanana.csv,Banana+Apple,1650984383539,84,278,91,95,131,55,247,96,1416
AppleBanana.csv,Banana+Apple,1650984308705,78,312,88,112,131,67,292,88,1479
AppleBanana.csv,Banana+Apple,1650984350747,82,301,91,106,132,59,278,95,1463
AppleBanana.csv,Banana+Apple,1650984297600,79,317,88,112,129,63,281,88,1473
AppleBanana.csv,Banana+Apple,1650984317839,78,313,89,116,137,63,282,90,1479
AppleBanana.csv,Banana+Apple,1650984289251,75,319,86,118,126,59,287,87,1462
AppleBanana.csv,Banana+Apple,1650984418729,82,273,87,97,132,57,237,93,1378
AppleBanana.csv,Banana+Apple,1650984356282,84,296,88,103,130,59,266,93,1461
AppleBanana.csv,Banana+Apple,1650984363393,84,292,90,109,133,61,266,98,1454
AppleBanana.csv,Banana+Apple,1650984364503,85,290,86,106,131,57,260,98,1457
AppleBanana.csv,Banana+Apple,1650984410555,83,274,85,89,126,61,243,92,1384
AppleBanana.csv,Banana+Apple,1650984324658,82,309,88,114,134,59,286,90,1472
AppleBanana.csv,Banana+Apple,1650984324526,83,311,90,113,130,59,293,91,1470
AppleBanana.csv,Banana+Apple,1650984410563,89,277,87,95,131,54,247,93,1383
AppleBanana.csv,Banana+Apple,1650984300568,80,319,90,109,125,60,295,88,1472
AppleBanana.csv,Banana+Apple,1650984289217,75,321,89,123,127,58,287,84,1461
AppleBanana.csv,Banana+Apple,1650984322685,80,309,87,111,129,60,278,90,1469
AppleBanana.csv,Banana+Apple,1650984285386,74,323,92,123,129,62,300,89,1455
AppleBanana.csv,Banana+Apple,1650984349706,85,300,89,109,132,61,279,94,1462
AppleBanana.csv,Banana+Apple,1650984244834,57,277,89,99,92,47,232,67,1239
AppleBanana.csv,Banana+Apple,1650984283371,75,319,86,123,127,59,301,84,1458
AppleBanana.csv,Banana+Apple,1650984311191,81,314,87,115,135,63,280,86,1472
AppleBanana.csv,Banana+Apple,1650984287400,68,315,87,122,130,62,303,83,1451
AppleBanana.csv,Banana+Apple,1650984295077,77,318,91,120,130,58,282,89,1471
AppleBanana.csv,Banana+Apple,1650984251907,61,305,90,127,103,49,271,72,1314
AppleBanana.csv,Banana+Apple,1650984377771,86,285,86,92,130,62,246,93,1428
AppleBanana.csv,Banana+Apple,1650984302886,76,319,88,116,124,60,302,87,1484
